"id"	en	kanji	kana
FMA22431	vastus lateralis	外側広筋	がいそくこうきん
FMA22433	vastus intermedius	中間広筋	ちゅうかんこうきん
FMA22432	vastus medialis	内側広筋	ないそくこうきん
FMA22440	pectineus	恥骨筋	ちこつきん
FMA22441	adductor longus	長内転筋	ちょうないてんきん
FMA22442	adductor brevis	短内転筋	たんないてんきん
FMA22443	adductor magnus	大内転筋	だいないてんきん
FMA43885	adductor minimus	小内転筋	しょうないてんきん
FMA43882	gracilis	薄筋	はくきん
FMA22299	obturator externus	外閉鎖筋	がいへいさきん
FMA22356	biceps femoris	大腿二頭筋	だいたいにとうきん
FMA45887	long head of biceps femoris	大腿二頭筋の長頭	だいたいにとうきんちょうとう
FMA45890	short head of biceps femoris	大腿二頭筋の短頭	だいたいにとうきんたんとう
FMA22357	semitendinosus	半腱様筋	はんけんようきん
FMA22438	semimembranosus	半膜様筋	はんまくようきん
FMA22532	tibialis anterior	前脛骨筋	ぜんけいこつきん
FMA22534	extensor digitorum longus	長趾伸筋;足の長指伸筋	ちょうししんきん
FMA22538	fibularis tertius	第三腓骨筋	だいさんひこつきん
FMA22533	extensor hallucis longus	長母趾伸筋;足の長母指伸筋	ちょうぼししんきん
FMA22539	fibularis longus	長腓骨筋	ちょうひこつきん
FMA22540	fibularis brevis	短腓骨筋	たんひこつきん
FMA51062	triceps surae	下腿三頭筋	かたいさんとうきん
FMA22541	gastrocnemius	腓腹筋	ひふくきん
FMA45959	lateral head of gastrocnemius	腓腹筋の外側頭	ひふくきんがいそくとう
FMA45956	medial head of gastrocnemius	腓腹筋の内側頭	ひふくきんないそくとう
FMA22542	soleus	ヒラメ筋	ひらめきん
FMA51061	calcaneal tendon	踵骨腱;アキレス腱	しょうこつけん
FMA22543	plantaris	足底筋	そくていきん
FMA22590	popliteus	膝窩筋	しつかきん
FMA51099	tibialis posterior	後脛骨筋	こうけいこつきん
FMA51071	flexor digitorum longus	長趾屈筋;足の長指屈筋	ちょうしくっきん
FMA22593	flexor hallucis longus	長母趾屈筋;足の長母指屈筋	ちょうぼしくっきん
FMA51141	extensor hallucis brevis	短母趾伸筋;足の短母指伸筋	たんぼししんきん
FMA51140	extensor digitorum brevis	短趾伸筋;足の短指伸筋	たんししんきん
FMA37448	abductor hallucis	母趾外転筋;足の母指外転筋	ぼしがいてんきん
FMA37449	flexor hallucis brevis	短母趾屈筋;足の短母指屈筋	たんぼしくっきん
FMA45969	medial head of flexor hallucis brevis	短母趾屈筋の内側頭	たんぼしくっきんないそくとう
FMA45970	lateral head of flexor hallucis brevis	短母趾屈筋の外側頭	たんぼしくっきんがいそくとう
FMA37454	adductor hallucis	母趾内転筋;足の母指内転筋	ぼしないてんきん
FMA46014	oblique head of adductor hallucis	母趾内転筋の斜頭	ぼしないてんきんしゃとう
FMA46015	transverse head of adductor hallucis	母趾内転筋の横頭	ぼしないてんきんおうとう
FMA37451	abductor digiti minimi of foot	小趾外転筋;足の小指外転筋	しょうしがいてんきん
FMA86033	opponens digiti minimi of foot	小趾対立筋;足の小指対立筋	しょうしたいりつきん
FMA37455	flexor digiti minimi brevis of foot	短小趾屈筋;足の短小指屈筋	たんしょうしくっきん
FMA37450	flexor digitorum brevis	短趾屈筋;足の短指屈筋	たんしょうくっきん
FMA37452	flexor accessorius	足底方形筋;副趾屈筋	そくていほうけいきん
FMA71321	set of lumbricals of foot	虫様筋［足の］;虫様筋［足の］	あしのちゅうようきん
FMA71322	set of dorsal interossei of foot	背側骨間筋;背側骨間筋［足の］	あしのはいそくこっかんきん
FMA71323	set of plantar interossei of foot	底側骨間筋	ていそくこつかんきん
FMA13902	fascia lata	大腿筋膜	だいたいきんまく
FMA51048	iliotibial tract	腸脛靱帯	ちょうけいじんたい
FMA7152	alimentary system	消化器系	しょうかきけい
FMA59660	mucosa of mouth	口腔粘膜	こうくうねんまく
FMA59815	labial part of mouth	口唇;クチビル	くちびる
FMA55634	maxillary dental arcade	上歯列弓;上顎歯列弓	じょうしれつきゅう；じょうがくしれつきゅう
FMA55635	mandibular dental arcade	下歯列弓;下顎歯列弓	かしれつきゅう；かがくしれつきゅう
FMA12823	incisor tooth	切歯	せっし
FMA55636	canine tooth	犬歯/歯冠尖頭;尖頭	けんし/しかんせんとう：せんとう
FMA55637	premolar tooth	小臼歯	しょうきゅうし
FMA55638	molar tooth	大臼歯	だいきゅうし
FMA55623	crown of tooth	歯冠	しかん
FMA7131	esophagus	食道	しょくどう
FMA7148	stomach	胃	い
FMA7200	small intestine	小腸	しょうちょう
FMA7206	duodenum	十二指腸	じゅうにしちょう
FMA7207	jejunum	空腸	くうちょう
FMA7208	ileum	回腸	かいちょう
FMA7201	large intestine	大腸	だいちょう
FMA14542	appendix	虫垂	ちゅうすい
FMA14543	colon	結腸	けっちょう
FMA14986	muscle layer of colon	結腸の筋層	けっちょうのきんそう
FMA14987	longitudinal muscle layer of colon	結腸の縦筋層	けっちょうのじゅうきんそう
FMA76891	mesocolic taenia	間膜ヒモ	かんまくひも
FMA76892	omental taenia	大網ヒモ	たいもうひも
FMA76893	free taenia	自由ヒモ	じゆうひも
FMA14544	rectum	直腸	ちょくちょう
FMA7197	liver	肝臓	かんぞう
FMA7202	gallbladder	胆嚢;タンノウ	たんのう
FMA7198	pancreas	膵臓	すいぞう
FMA10419	pancreatic duct	膵管;主膵管	すいかん
FMA7158	respiratory system	呼吸器系	こきゅうきけい
FMA59516	root of nose	鼻根	びこん
FMA71704	set of nasal cartilages	鼻軟骨	びなんこつ
FMA54375	nasal septum	鼻中隔	びちゅうかく
FMA59837	bony part of nasal septum	鼻中隔の骨部	びちゅうかつのこつぶ
FMA55099	thyroid cartilage	甲状軟骨	こうじょうなんこつ
FMA7394	trachea	気管	きかん
FMA7195	lung	肺	はい
FMA7309	right lung	右肺	うはい
FMA7310	left lung	左肺	さはい
FMA7334	upper lobe of lung	肺の上葉	はいのじょうよう
FMA7383	middle lobe of lung	中葉［右肺の］/右肺、中葉	うはいちゅうよう
FMA7335	lower lobe of lung	肺の下葉	はいのかよう
FMA7333	upper lobe of right lung	右肺、上葉	うはい、じょうよう
FMA7337	lower lobe of right lung	右肺、下葉	うはいかよう
FMA7370	upper lobe of left lung	左肺、上葉	さはいじょうよう
FMA7371	lower lobe of left lung	左肺、下葉	さはい、かよう
FMA9826	mediastinum	縦隔	じゅうかく
FMA9827	superior mediastinum	縦隔の上部;上縦隔	じゅうかくのじょうぶ；じょうじゅうかく
FMA9828	inferior mediastinum	縦隔の下部;下縦隔	じゅうかくのかぶ；かじゅうかく
FMA9838	anterior mediastinum	縦隔の前部;前縦隔	じゅうかくのぜんぶ；ぜんじゅうかく
FMA9839	middle mediastinum	縦隔の中部;中縦隔	じゅうかくのちゅうぶ；ちゅうじゅうかく
FMA7159	urinary system	泌尿器系	ひにょうきけい
FMA7203	kidney	腎臓;ネフロン	じんぞう
FMA9704	ureter	尿管	にょうかん
FMA15900	urinary bladder	膀胱	ぼうこう
FMA7160	genital system	生殖器系	せいしょくきけい
FMA45664	male genital system	男性生殖器;男性の生殖系;男性生殖器系	だんせいせいしょくき；だんせいのせいしょくけい；だんせいせいしょくけい
FMA45655	male internal genitalia	男性の内生殖器	だんせいのないせいしょくき
FMA7210	testis	精巣;睾丸	せいそう
FMA18255	epididymis	精巣上体;副睾丸	ふくこうがん
FMA19234	deferent duct	精管	せいかん
FMA19386	seminal vesicle	精嚢;精嚢腺	せいのう
FMA9600	prostate	前立腺	ぜんりつせん
FMA45642	male external genitalia	男の外生殖器	おとこのがいせいしょくき
FMA9707	penis	陰茎	いんけい
FMA18249	body of penis	陰茎体	いんけいたい
FMA18247	glans penis	陰茎亀頭	きとう
FMA19618	corpus cavernosum of penis	陰茎海綿体	いんけいかいめんたい
FMA19617	corpus spongiosum of penis	尿道海綿体	にょうどうかいめんたい
FMA18252	scrotum	陰嚢	いんのう
FMA77304	muscle of anal triangle	肛門三角筋;肛門部の筋	こうもんさんかくきん；こうもんぶのきん
FMA9668	endocrine system	内分泌腺	ないぶんぴつせん
FMA13889	pituitary gland	下垂体	かすいたい
FMA62033	pineal body	松果体;松果腺	しょうかたい
FMA9604	adrenal gland	副腎;腎上体	ふくじん
FMA7161	cardiovascular system	心脈管系；心臓血管系；心血管系	しんみゃっかんけい；じんぞうけっかんけい；しんけっかんけい
FMA50720	artery	動脈	どうみゃく
FMA67611	anatomical valve	弁	べん
FMA50723	vein	静脈	じょうみゃく
FMA7088	heart	心臓	しんぞう
FMA223286	basal zone of heart	心底	しんてい
FMA7098	right ventricle	右心室/心室;右心室・左心室	うしんしつ
FMA7101	left ventricle	左心室/心室;右心室・左心室	さしんしつ
FMA7133	interventricular septum	心室中隔	しんしつちゅうかく
FMA7134	muscular part of interventricular septum	心室中隔の筋性部	しんしつちゅうかくのきんせいぶ
FMA7096	right atrium	右心房/心房;右心房・左心房	うしんぼう
FMA7097	left atrium	左心房/心房;右心房・左心房	さしんぼう
FMA7234	tricuspid valve	右房室弁;三尖弁	さんせんべん
FMA7216	outflow part of right ventricle	動脈円錐;右心室の漏斗	どうみゃくえんすい
FMA7246	pulmonary valve	肺動脈弁	はいどうみゃくべん
FMA7260	anterior papillary muscle of right ventricle	右心室の前乳頭筋	うしんしつのぜんにゅうとうきん
FMA7261	posterior papillary muscle of right ventricle	右心室の後乳頭筋	うしんしつのこうにゅうとうきん
FMA7262	septal papillary muscle of right ventricle	右心室の中隔乳頭筋	うしんしつのちゅうかくにゅうとうきん
FMA7235	mitral valve	左房室弁;僧帽弁;二尖弁	そうぼうべん
FMA7266	posterior papillary muscle of left ventricle	左心室の後乳頭筋	さしんしつのこうにゅうとうきん
FMA9462	myocardium	心筋層	しんきんそう
FMA63812	set of arteries	動脈	どうみゃく
FMA3734	aorta	大動脈	だいどうみゃく
FMA3736	ascending aorta	上行大動脈;大動脈上行部	じょうこうだいどうみゃく
FMA50039	right coronary artery	右冠状動脈	みぎかんじょうどうみゃく
FMA3818	marginal branch of right coronary artery	右縁枝;鋭角縁枝;右冠状動脈の鋭縁枝	うえんし
FMA3840	posterior interventricular branch of right coronary artery	後室間枝;右冠状動脈の後下行枝	こうかこうし
FMA71669	set of interventricular septal branches of right coronary artery	心室中隔枝;右冠状動脈の中隔室間枝	うかんじょうどうみゃくしんしつちゅうかくし
FMA76994	right posterolateral branch of right coronary artery	右後外側枝;右冠状動脈の右後側壁枝	うかんじょうどうみゃくうこうがいそくし
FMA50040	left coronary artery	左冠状動脈	ひだりかんじょうどうみゃく
FMA3862	anterior interventricular branch of left coronary artery	前室間枝;左冠状動脈の前下行枝	ぜんかこうし
FMA71670	set of interventricular septal branches of left coronary artery	中隔室間枝;心室中隔枝;左冠状動脈の前中隔枝	さかんじょうどうみゃくしんしつちゅうかくし
FMA3895	circumflex branch of left coronary artery	左冠状動脈の回旋枝	ひだりかんじょうどうみゃくかいせんし
FMA3768	arch of aorta	大動脈弓	だいどうみゃくきゅう
FMA3932	brachiocephalic artery	腕頭動脈	わんとうどうみゃく
FMA3939	common carotid artery	総頚動脈	そうけいどうみゃく
FMA3951	subclavian artery	鎖骨下動脈	さこつかどうみゃく
FMA3784	descending aorta	下行大動脈;大動脈下行部	かこうだいどうみゃく
FMA3786	thoracic aorta	胸大動脈;大動脈胸部	きょうだいどうみゃく；だいどうみゃくきょうぶ
FMA14768	left gastric artery	左胃動脈	さいどうみゃく
FMA14771	common hepatic artery	総肝動脈	そうかんどうみゃく
FMA14773	splenic artery	脾動脈	ひどうみゃく
FMA14749	superior mesenteric artery	上腸間膜動脈	じょうちょうかんまくどうみゃく
FMA14750	inferior mesenteric artery	下腸間膜動脈	かちょうかんまくどうみゃく
FMA14751	renal artery	腎動脈	じんどうみゃく
FMA14764	common iliac artery	総腸骨動脈	そうちょうこつどうみゃく
FMA18808	internal iliac artery	内腸骨動脈	ないちょうこつどうみゃく
FMA18805	external iliac artery	外腸骨動脈	がいちょうこつどうみゃく
FMA63814	set of veins	静脈	じょうみゃく
FMA4706	coronary sinus	冠状静脈洞	かんじょうじょうみゃくどう
FMA4707	great cardiac vein	大心臓静脈;大心静脈	だいしんぞうじょうみゃく
FMA76751	set of posterior veins of left ventricle	左心室後静脈;後左心室静脈	さしんしつこうじょうみゃく
FMA4713	middle cardiac vein	中心臓静脈;中心静脈;後室間静脈	ちゅうしんぞうじょうみゃく
FMA4714	small cardiac vein	小心臓静脈;小心静脈	しょうしんぞうじょうみゃく
FMA71567	set of anterior cardiac veins	前心臓静脈;前心静脈;前右心室静脈	ぜんしんぞうじょうみゃく
FMA4720	superior vena cava	上大静脈	じょうだいじょうみゃく
FMA4723	brachiocephalic vein	腕頭静脈;右腕頭静脈・左腕頭静脈	わんとうじょうみゃく
FMA4724	internal jugular vein	内頚静脈	ないけいじょうみゃく
FMA4725	subclavian vein	鎖骨下静脈	さこつかじょうみゃく
FMA10951	inferior vena cava	下大静脈	かだいじょうみゃく
FMA14333	common iliac vein	総腸骨静脈	そうちょうこつじょうみゃく
FMA18884	internal iliac vein	内腸骨静脈	ないちょうこつじょうみゃく
FMA18883	external iliac vein	外腸骨静脈	がいちょうこつじょうみゃく
FMA14332	superior mesenteric vein	上腸間膜静脈	じょうちょうかんまくじょうみゃく
FMA14331	splenic vein	脾静脈	ひじょうみゃく
FMA9607	thymus	胸腺	きょうせん
FMA71193	lobe of thymus	胸腺の葉	きょうせんのよう
FMA7196	spleen	脾臓	ひぞう
FMA74594	lymphoid system	リンパ系/一次性リンパ性器官	りんぱけい
FMA7157	nervous system	神経系	しんけいけい
FMA55675	neuraxis	中枢神経系;神経系中枢部	ちゅうすうしんけい
FMA67242	gray matter of neuraxis	灰白質	かいはくしつ
FMA83929	white matter of neuraxis	白質	はくしつ
FMA83716	subarachnoid space	クモ膜下腔	
FMA7647	spinal cord	脊髄	せきずい
FMA78497	central canal of spinal cord	脊髄の中心管	せきずいのちゅうしんかん
FMA50801	brain	脳	のう
FMA67687	hindbrain	菱脳	りょうのう
FMA62004	medulla oblongata	髄脳;延髄;球	えんずい
FMA62003	metencephalon	後脳;橋と小脳	こうのう；きょうとこうのう
FMA61993	midbrain	中脳	ちゅうのう
FMA61992	forebrain	前脳	ぜんのう
FMA62001	diencephalon	間脳	かんのう
FMA62000	telencephalon	終脳/終脳;大脳	しゅうのう
FMA67943	pons	橋	きょう
FMA78469	fourth ventricle	第四脳室	だいよんのうしつ
FMA78439	roof of fourth ventricle	第四脳室蓋	だいよんのうしつがい
FMA61934	choroid plexus of cerebral hemisphere	第四脳室の脈絡叢	だいよんのうしつのみゃくらくそう
FMA83740	interpeduncular fossa	脚間窩	きゃっかんか
FMA62394	peduncle of midbrain	大脳脚［広義の］	だいのうきゃく（こうぎの）
FMA71114	brachium of inferior colliculus	下丘腕	かきゅうわん
FMA72417	brachium of superior colliculus	上丘腕	じょうきゅうわん
FMA62404	inferior colliculus	下丘	かきゅう
FMA62403	superior colliculus	上丘	じょうきゅう
FMA78467	cerebral aqueduct	中脳水道;脳水道	ちゅうのうすいどう
FMA67944	cerebellum	小脳	しょうのう
FMA62009	epithalamus	視床上部	ししょうじょうぶ
FMA62032	habenula	手綱	たずな
FMA62007	thalamus	視床/視床;背側視床	ししょう
FMA62080	stria medullaris of thalamus	視床髄条	ししょうずいじょう
FMA62023	metathalamus	視床後部	ししょうこうぶ
FMA62209	lateral geniculate body	外側膝状体	がいそくしつじょうたい
FMA62211	medial geniculate body	内側膝状体/内側膝状体核	ないそくしつじょうたい/ないそくしつじょうたいかく
FMA62008	hypothalamus	視床下部	ししょうかぶ
FMA74877	mammillary body	乳頭体	にゅうとうたい
FMA62045	optic chiasm	視神経交叉;視交叉	ししんけいこうさ；しこうさ
FMA62046	optic tract	視索	しさく
FMA62327	tuber cinereum	灰白隆起	はいはくりゅうき
FMA78454	third ventricle	第三脳室	だいさんのうしつ
FMA75351	interventricular foramen	室間孔	しつかんこう
FMA62072	posterior commissure	後交連	こうこうれん
FMA61975	lamina terminalis	終板	しゅうばん
FMA61961	anterior commissure	前交連	ぜんんこうれん
FMA62028	intermediate hypothalamic region	視床下部中間野;視床下部中間域;中間視床下部野	ししょうかぶちゅうかんや；ししょうかぶちゅうかんいき；ちゅうかんししょうかぶや
FMA61974	stria terminalis	分界条線維/分界条	ぶんかいじょうせんい/ぶんかいじょう
FMA61965	fornix of forebrain	脳弓	のうきゅう
FMA61817	cerebral hemisphere	大脳半球	だいのうはんきゅう
FMA61830	cerebral cortex	大脳皮質;外套/大脳皮質	だいのうひしつ
FMA61859	middle frontal gyrus	内側前頭回/中前頭回	ないそくぜんとうかい/ちゅうぜんとうかい
FMA61894	precentral gyrus	中心前回	ちゅうしんぜんかい
FMA61857	superior frontal gyrus	上前頭回	じょうぜんとうかい
FMA61898	angular gyrus	角回	かくかい
FMA61896	postcentral gyrus	中心後回	ちゅうしんこうかい
FMA61897	supramarginal gyrus	縁上回	えんじょうかい
FMA61825	temporal lobe	側頭葉	そくとうよう
FMA61905	superior temporal gyrus	上側頭回	じょうそくとうかい
FMA61906	middle temporal gyrus	中側頭回	ちゅうそくとうかい
FMA61907	inferior temporal gyrus	下側頭回	かそくとうかい
FMA67329	insula	島;島葉	とう
FMA61908	fusiform gyrus	側頭葉の外側後頭側頭回	そくとうようのがいそくこうとうそくとうかい
FMA72719	limbic lobe	辺縁葉	へんえんよう
FMA62434	cingulate gyrus	帯状回	たいじょうかい
FMA61918	parahippocampal gyrus	海馬傍回	かいばぼうかい
FMA86464	corpus callosum	脳梁	のうりょう
FMA61970	commissure of fornix of forebrain	脳弓交連;海馬交連/海馬交連	のうきゅうこうれん；かいばこうれん
FMA61844	septum pellucidum	透明中隔	とうめいちゅうかく
FMA78448	lateral ventricle	側脳室	そくのうしつ
FMA62424	archicortex	原皮質	げんひしつ
FMA62429	neocortex	新皮質/等皮質;同皮質	しんひしつ/とうひしつ；どうひしつ
FMA83687	allocortex	不等皮質;異皮質	ふとうひしつ；いひしつ
FMA62493	hippocampus	アンモン角;固有海馬/海馬	かいば
FMA61841	amygdala	扁桃体;扁桃体複合	へんとうたい
FMA61842	septum of telencephalon	中隔部;中隔野	ちゅうかくぶ；ちゅうかくや
FMA61833	caudate nucleus	尾状核	びじょうかく
FMA61834	putamen	被殻	ひかく
FMA61835	globus pallidus	淡蒼球;古線条体;旧線条体	たんそうきゅう
FMA61950	internal capsule	内包	ないほう
FMA61952	anterior limb of internal capsule	内包の前脚;内包前脚	ないほうのぜんきゃく；ないほうぜんきゃく
FMA50863	optic nerve	視神経/視神経［脳神経II］	ししんけい
FMA78499	sense organ system	感覚器	かんかくき
FMA12513	eyeball	眼球	がんきゅう
FMA54439	upper eyelid	上眼瞼;ウワマブタ	じょうがんけん
FMA54442	lower eyelid	下眼瞼;シタマブタ	かがんけん
FMA72979	integumentary system	外皮系	がいひけい
FMA74657	integument	外皮	がいひけい
FMA7163	skin	皮膚	ひふ
FMA70752	set of hairs	毛	け
FMA70751	set of head hairs	頭毛;カミノケ	かみのけ
FMA71098	set of eyebrows	眉毛;マユゲ	まゆげ
FMA70754	set of pubic hairs	陰毛;カクシゲ	かくしげ
BP24	left costal cartilage	左肋軟骨	ひだりろくなんこつ
BP28	right costal cartilage	右肋軟骨	みぎろくなんこつ
BP44	humeral head of left extensor carpi ulnaris	左尺側手根伸筋上腕頭	ひだりしゃくそくしゅこんしんきんじょうわんとう
BP45	humeral head of right extensor carpi ulnaris	右尺側手根伸筋上腕頭	みぎしゃくそくしゅこんしんきんじょうわんとう
BP46	ulnar head of left extensor carpi ulnaris	左尺側手根伸筋尺骨頭	ひだりしゃくそくしゅこんしんきんしゃくこつとう
BP47	ulnar head of right extensor carpi ulnaris	右尺側手根伸筋尺骨頭	みぎしゃくそくしゅこんしんきんしゃくこつとう
BP48	superior parietal lobule precuneus	上頭頂小葉楔前部	じょうとうちょうようけつぜんぶ
BP49	left superior parietal lobule precuneus	左上頭頂小葉と楔前部	ひだりじょうとうちょうようとけつぜんぶ
BP50	right superior parietal lobule precuneus	右上頭頂小葉と楔前部	みぎじょうとうちょうようとけつぜんぶ
BP51	orbital gyri straight gyrus	眼窩回と直回	がんかかいとちょっかい
FMA10014	ninth thoracic vertebra	第九胸椎	だいきゅうきょうつい
FMA10037	tenth thoracic vertebra	第十胸椎	だいじゅうきょうつい
FMA10059	eleventh thoracic vertebra	第十一胸椎	だいじゅういちきょうつい
FMA10081	twelfth thoracic vertebra	第十二胸椎	だいじゅうにきょうつい
FMA10458	intervertebral disk of first thoracic vertebra	第一胸椎椎間円板	だいいちきょうついついかんえんばん
FMA12521	third cervical vertebra	第三頚椎	だいさんけいつい
FMA12522	fourth cervical vertebra	第四頚椎	だいよんけいつい
FMA12523	fifth cervical vertebra	第五頚椎	だいごけいつい
FMA12524	sixth cervical vertebra	第六頚椎	だいろくけいつい
FMA12846	cardiac vein	心静脈	しんじょうみゃく
FMA13072	first lumbar vertebra	第一腰椎	だいいちようつい
FMA13073	second lumbar vertebra	第二腰椎	だいにようつい
FMA13074	third lumbar vertebra	第三腰椎	だいさんようつい
FMA13075	fourth lumbar vertebra	第四腰椎	だいよんようつい
FMA13076	fifth lumbar vertebra	第五腰椎	だいごようつい
FMA13322	right clavicle	右鎖骨	みぎさこつ
FMA13323	left clavicle	左鎖骨	ひだりさこつ
FMA13336	right external oblique	右外腹斜筋	みぎがいふくしゃきん
FMA13337	left external oblique	左外腹斜筋	ひだりがいふくしゃきん
FMA13346	right sternohyoid	右胸骨舌骨筋	みぎきょうこつぜつこつきん
FMA13347	left sternohyoid	左胸骨舌骨筋	ひだりきょうこつぜつこつきん
FMA13348	right omohyoid	右肩甲舌骨筋	みぎけんこうぜつこつきん
FMA13349	left omohyoid	左肩甲舌骨筋	ひだりけんこうぜつこつきん
FMA13350	right sternothyroid	右胸骨甲状筋	みぎきょうこつこうじょうきん
FMA13351	left sternothyroid	左胸骨甲状筋	ひだりきょうこつこうじょうきん
FMA13352	right thyrohyoid	右甲状舌骨筋	みぎこうじょうぜつこつきん
FMA13353	left thyrohyoid	左甲状舌骨筋	ひだりこうじょうぜつこつきん
FMA13358	right latissimus dorsi	右広背筋	みぎこうはいきん
FMA13359	left latissimus dorsi	左広背筋	ひだりこうはいきん
FMA13375	right pectoralis minor	右小胸筋	みぎしょうきょうきん
FMA13376	left pectoralis minor	左小胸筋	ひだりしょうきょうきん
FMA13377	right rectus abdominis	右腹直筋	みぎふくちょくきん
FMA13378	left rectus abdominis	左腹直筋	ひだりふくちょくきん
FMA13381	right rhomboid major	右大菱形筋	みぎだいりょうけいきん
FMA13382	left rhomboid major	左大菱形筋	ひだりだいりょうけいきん
FMA13383	right rhomboid minor	右小菱形筋	みぎしょうりょうけいきん
FMA13384	left rhomboid minor	左小菱形筋	ひだりしょうりょうけいきん
FMA13388	right scalenus posterior	右後斜角筋	みぎこうしゃかくきん
FMA13389	left scalenus posterior	左後斜角筋	ひだりこうしゃかくきん
FMA13390	right scalenus medius	右中斜角筋	みぎちゅうしゃかくきん
FMA13391	left scalenus medius	左中斜角筋	ひだりちゅうしゃかくきん
FMA13392	right scalenus anterior	右前斜角筋	みぎぜんしゃかくきん
FMA13393	left scalenus anterior	左前斜角筋	ひだりぜんしゃかくきん
FMA13395	right scapula	右肩甲骨	みぎけんこうこつ
FMA13396	left scapula	左肩甲骨	ひだりけんこうこつ
FMA13398	right serratus anterior	右前鋸筋	みぎぜんきょきん
FMA13399	left serratus anterior	左前鋸筋	ひだりぜんきょきん
FMA13403	right serratus posterior superior	右上後鋸筋	みぎじょうこうきょきん
FMA13404	left serratus posterior superior	左上後鋸筋	ひだりじょうこうきょきん
FMA13405	right serratus posterior inferior	右下後鋸筋	みぎかこうきょきん
FMA13406	left serratus posterior inferior	左下後鋸筋	ひだりかこうきょきん
FMA13408	right sternocleidomastoid	右胸鎖乳突筋	みぎきょうさにゅうとつきん
FMA13409	left sternocleidomastoid	左胸鎖乳突筋	ひだりきょうさにゅうとつきん
FMA13411	left subclavius	左鎖骨下筋	ひだりさこつかきん
FMA13412	right subclavius	右鎖骨下筋	みぎさこつかきん
FMA13414	right subscapularis	右肩甲下筋	みぎけんこうかきん
FMA13415	left subscapularis	左肩甲下筋	ひだりけんこうかきん
FMA13495	intervertebral disk of second thoracic vertebra	第二胸椎椎間円板	だいにきょうついついかんえんばん
FMA13500	intervertebral disk of third thoracic vertebra	第三胸椎椎間円板	だいさんきょうついついかんえんばん
FMA13501	intervertebral disk of fourth thoracic vertebra	第四胸椎椎間円板	だいよんきょうついついかんえんばん
FMA13502	intervertebral disk of fifth thoracic vertebra	第五胸椎椎間円板	だいごきょうついついかんえんばん
FMA13503	intervertebral disk of sixth thoracic vertebra	第六胸椎椎間円板	だいろくきょうついついかんえんばん
FMA13504	intervertebral disk of seventh thoracic vertebra	第七胸椎椎間円板	だいななきょうついついかんえんばん
FMA13505	intervertebral disk of eighth thoracic vertebra	第八胸椎椎間円板	だいはちきょうついついかんえんばん
FMA13506	intervertebral disk of ninth thoracic vertebra	第九胸椎椎間円板	だいきゅうきょうついついかんえんばん
FMA13507	intervertebral disk of tenth thoracic vertebra	第十胸椎椎間円板	だいじゅうきょうついついかんえんばん
FMA13508	intervertebral disk of eleventh thoracic vertebra	第十一胸椎椎間円板	だいじゅういちきょうついついかんえんばん
FMA13509	intervertebral disk of twelfth thoracic vertebra	第十二胸椎椎間円板	だいじゅうにきょうついついかんえんばん
FMA13892	right internal oblique	右内腹斜筋	みぎないふくしゃきん
FMA13893	left internal oblique	左内腹斜筋	ひだりないふくしゃきん
FMA13896	intervertebral disk of third cervical vertebra	第三頚椎椎間円板	だいさんけいついついかんえんばん
FMA13897	intervertebral disk of fourth cervical vertebra	第四頚椎椎間円板	だいよんけいついついかんえんばん
FMA13898	intervertebral disk of fifth cervical vertebra	第五頚椎椎間円板	だいごけいついついかんえんばん
FMA13899	intervertebral disk of sixth cervical vertebra	第六頚椎椎間円板	だいろくけいついついかんえんばん
FMA13900	intervertebral disk of seventh cervical vertebra	第七頚椎椎間円板	だいななけいついついかんえんばん
FMA14335	right renal vein	右腎静脈	みぎじんじょうみゃく
FMA14336	left renal vein	左腎静脈	ひだりじんじょうみゃく
FMA14543nsn	colon, nsn	結腸nsn	けっちょうnsn
FMA14752	right renal artery	右腎動脈	みぎじんどうみゃく
FMA14753	left renal artery	左腎動脈	ひだりじんどうみゃく
FMA14765	right common iliac artery	右総腸骨動脈	みぎそうちょうこつどうみゃく
FMA14766	left common iliac artery	左総腸骨動脈	ひだりそうちょうこつどうみゃく
FMA15571	right ureter	右尿管	みぎにょうかん
FMA15572	left ureter	左尿管	ひだりにょうかん
FMA15629	right adrenal gland	右副腎	みぎふくじん
FMA15630	left adrenal gland	左副腎	ひだりふくじん
FMA16033	intervertebral disk of first lumbar vertebra	第一腰椎椎間円板	だいいちようついついかんえんばん
FMA16034	intervertebral disk of second lumbar vertebra	第二腰椎椎間円板	だいにようついついかんえんばん
FMA16035	intervertebral disk of third lumbar vertebra	第三腰椎椎間円板	だいさんようついついかんえんばん
FMA16036	intervertebral disk of fourth lumbar vertebra	第四腰椎椎間円板	だいよんようついついかんえんばん
FMA16037	intervertebral disk of fifth lumbar vertebra	第五腰椎椎間円板	だいごようついついかんえんばん
FMA16586	right hip bone	右寛骨	みぎかんこつ
FMA16587	left hip bone	左寛骨	ひだりかんこつ
FMA18256	right epididymis	右副睾丸	みぎふくこうがん
FMA18257	left epididymis	左副睾丸	ひだりふくこうがん
FMA18806	right external iliac artery	右外腸骨動脈	みぎがいちょうこつどうみゃく
FMA18807	left external iliac artery	左外腸骨動脈	ひだりがいちょうこつどうみゃく
FMA18809	right internal iliac artery	右内腸骨動脈	みぎないちょうこつどうみゃく
