"id"	en	kanji	kana
FMA18810	left internal iliac artery	左内腸骨動脈	ひだりないちょうこつどうみゃく
FMA18885	right external iliac vein	右外腸骨静脈	みぎがいちょうこつじょうみゃく
FMA18886	left external iliac vein	左外腸骨静脈	ひだりがいちょうこつじょうみゃく
FMA18887	right internal iliac vein	右内腸骨静脈	みぎないちょうこつじょうみゃく
FMA18888	left internal iliac vein	左内腸骨静脈	ひだりないちょうこつじょうみゃく
FMA19235	right deferent duct	右精管	みぎせいかん
FMA19236	left deferent duct	左精管	ひだりせいかん
FMA19387	right seminal vesicle	右精嚢	みぎせいのう
FMA19388	left seminal vesicle	左精嚢	ひだりせいのう
FMA19617nsn	corpus spongiosum of penis, nsn	尿道海綿体nsn	にょうどうかいめんたいnsn
FMA19667	urethra	尿道	にょうどう
FMA21387	right common iliac vein	右総腸骨静脈	みぎそうちょうこつじょうみゃく
FMA21388	left common iliac vein	左総腸骨静脈	ひだりそうちょうこつじょうみゃく
FMA21964	right inguinal ligament	右鼡径靱帯	みぎそけいじんたい
FMA21965	left inguinal ligament	左鼡径靱帯	ひだりそけいじんたい
FMA22322	right iliacus	右腸骨筋	みぎちょうこつきん
FMA22323	left iliacus	左腸骨筋	ひだりちょうこつきん
FMA22324	right obturator internus	右内閉鎖筋	みぎないへいさきん
FMA22325	left obturator internus	左内閉鎖筋	ひだりないへいさきん
FMA22326	right obturator externus	右外閉鎖筋	みぎがいへいさきん
FMA22327	left obturator externus	左外閉鎖筋	ひだりがいへいさきん
FMA22328	right gluteus maximus	右大殿筋	みぎだいでんきん
FMA22329	left gluteus maximus	左大殿筋	ひだりだいでんきん
FMA22330	right gluteus medius	右中殿筋	みぎちゅうでんきん
FMA22331	left gluteus medius	左中殿筋	ひだりちゅうでんきん
FMA22332	right gluteus minimus	右小殿筋	みぎしょうでんきん
FMA22333	left gluteus minimus	左小殿筋	ひだりしょうでんきん
FMA22334	right gemellus superior	右上双子筋	みぎじょうそうしきん
FMA22335	left gemellus superior	左上双子筋	ひだりじょうそうしきん
FMA22336	right gemellus inferior	右下双子筋	みぎかそうしきん
FMA22337	left gemellus inferior	左下双子筋	ひだりかそうしきん
FMA22338	right quadratus femoris	右大腿方形筋	みぎだいたいほうけいきん
FMA22339	left quadratus femoris	左大腿方形筋	ひだりだいたいほうけいきん
FMA22340	right piriformis	右梨状筋	みぎりじょうきん
FMA22341	left piriformis	左梨状筋	ひだりりじょうきん
FMA22342	right psoas major	右大腰筋	みぎだいようきん
FMA22343	left psoas major	左大腰筋	ひだりだいようきん
FMA22344	right transversus abdominis	右腹横筋	みぎふくおうきん
FMA22345	left transversus abdominis	左腹横筋	ひだりふくおうきん
FMA22346	right pyramidalis	右錐体筋	みぎすいたいきん
FMA22347	left pyramidalis	左錐体筋	ひだりすいたいきん
FMA22348	right quadratus lumborum	右腰方形筋	みぎようほうけいきん
FMA22349	left quadratus lumborum	左腰方形筋	ひだりようほうけいきん
FMA22354	right sartorius	右縫工筋	みぎほうこうきん
FMA22355	left sartorius	左縫工筋	ひだりほうこうきん
FMA22358	right semitendinosus	右半腱様筋	みぎはんけんようきん
FMA22359	left semitendinosus	左半腱様筋	ひだりはんけんようきん
FMA22425	right tensor fasciae latae	右大腿筋膜張筋	みぎだいたいきんまくちょうきん
FMA22426	left tensor fasciae latae	左大腿筋膜張筋	ひだりだいたいきんまくちょうきん
FMA22448	right semimembranosus	右半膜様筋	みぎはんまくようきん
FMA22449	left semimembranosus	左半膜様筋	ひだりはんまくようきん
FMA22450	right pectineus	右恥骨筋	みぎちこつきん
FMA22451	left pectineus	左恥骨筋	ひだりちこつきん
FMA22452	right adductor brevis	右短内転筋	みぎたんないてんきん
FMA22454	left adductor brevis	左短内転筋	ひだりたんないてんきん
FMA22456	right adductor longus	右長内転筋	みぎちょうないてんきん
FMA22457	left adductor longus	左長内転筋	ひだりちょうないてんきん
FMA22459	right adductor magnus	右大内転筋	みぎだいないてんきん
FMA22460	left adductor magnus	左大内転筋	ひだりだいないてんきん
FMA22544	right tibialis anterior	右前脛骨筋	みぎぜんけいこつきん
FMA22545	left tibialis anterior	左前脛骨筋	ひだりぜんけいこつきん
FMA22546	right extensor hallucis longus	右長母趾伸筋	みぎちょうぼししんきん
FMA22547	left extensor hallucis longus	左長母趾伸筋	ひだりちょうぼししんきん
FMA22548	right extensor digitorum longus	右長趾伸筋	みぎちょうししんきん
FMA22549	left extensor digitorum longus	左長趾伸筋	ひだりちょうししんきん
FMA22550	right fibularis tertius	右第三腓骨筋	みぎだいさんひこつきん
FMA22551	left fibularis tertius	左第三腓骨筋	ひだりだいさんひこつきん
FMA22552	right fibularis longus	右長腓骨筋	みぎちょうひこつきん
FMA22553	left fibularis longus	左長腓骨筋	ひだりちょうひこつきん
FMA22554	right fibularis brevis	右短腓骨筋	みぎたんひこつきん
FMA22555	left fibularis brevis	左短腓骨筋	ひだりたんひこつきん
FMA22558	right soleus	右ヒラメ筋	みぎひらめきん
FMA22559	left soleus	左ヒラメ筋	ひだりひらめきん
FMA22560	right plantaris	右足底筋	みぎそくていきん
FMA22561	left plantaris	左足底筋	ひだりそくていきん
FMA22591	right popliteus	右膝窩筋	みぎしつかきん
FMA22592	left popliteus	左膝窩筋	ひだりしつかきん
FMA22726	right splenius cervicis	右頚板状筋	みぎけいばんじょうきん
FMA22727	left splenius cervicis	左頚板状筋	ひだりけいばんじょうきん
FMA22728	right splenius capitis	右頭板状筋	みぎとうばんじょうきん
FMA22729	left splenius capitis	左頭板状筋	ひだりとうばんじょうきん
FMA22740	right iliocostalis lumborum	右腰腸肋筋	みぎようちょうろくきん
FMA22741	left iliocostalis lumborum	左腰腸肋筋	ひだりようちょうろくきん
FMA22742	right iliocostalis thoracis	右胸腸肋筋	みぎきょうちょうろくきん
FMA22743	left iliocostalis thoracis	左胸腸肋筋	ひだりきょうちょうろくきん
FMA22744	right iliocostalis cervicis	右頚腸肋筋	みぎけいちょうろくきん
FMA22745	left iliocostalis cervicis	左頚腸肋筋	ひだりけいちょうろくきん
FMA22751	right longissimus thoracis	右胸最長筋	みぎきょうさいちょうきん
FMA22753	left longissimus thoracis	左胸最長筋	ひだりきょうさいちょうきん
FMA22754	right longissimus capitis	右頭最長筋	みぎとうさいちょうきん
FMA22756	left longissimus capitis	左頭最長筋	ひだりとうさいちょうきん
FMA22757	right longissimus cervicis	右頚最長筋	みぎけいさいちょうきん
FMA22758	left longissimus cervicis	左頚最長筋	ひだりけいさいちょうきん
FMA22770	spinalis cervicis	頚棘筋	けいきょくきん
FMA22779	right spinalis thoracis	右胸棘筋	みぎきょうきょくきん
FMA22780	left spinalis thoracis	左胸棘筋	ひだりきょうきょくきん
FMA22781	right spinalis cervicis	右頚棘筋	みぎけいきょくきん
FMA22782	left spinalis cervicis	左頚棘筋	ひだりけいきょくきん
FMA22872	right semispinalis thoracis	右胸半棘筋	みぎきょうはんきょくきん
FMA22873	left semispinalis thoracis	左胸半棘筋	ひだりきょうはんきょくきん
FMA22874	right semispinalis cervicis	右頚半棘筋	みぎけいはんきょくきん
FMA22875	left semispinalis cervicis	左頚半棘筋	ひだりけいはんきょくきん
FMA22876	right semispinalis capitis	右頭半棘筋	みぎとうはんきょくきん
FMA22877	left semispinalis capitis	左頭半棘筋	ひだりとうはんきょくきん
FMA22878	right multifidus	右多裂筋	みぎたれつきん
FMA22879	left multifidus	左多裂筋	ひだりたれつきん
FMA23089	right lumbar rotator	右腰回旋筋	みぎようかいせんきん
FMA23090	left lumbar rotator	左腰回旋筋	ひだりようかいせんきん
FMA230986	middle phalanx of right little toe	右第五趾中節骨	みぎだいごしちゅうせつこつ
FMA230988	middle phalanx of left little toe	左第五趾中節骨	ひだりだいごしちゅうせつこつ
FMA23130	right humerus	右上腕骨	みぎじょうわんこつ
FMA23131	left humerus	左上腕骨	ひだりじょうわんこつ
FMA23464	right radius	右橈骨	みぎとうこつ
FMA23465	left radius	左橈骨	ひだりとうこつ
FMA23467	right ulna	右尺骨	みぎしゃくこつ
FMA23468	left ulna	左尺骨	ひだりしゃくこつ
FMA23707	interosseous membrane of right forearm	右前腕骨間膜	みぎぜんわんこつかんまく
FMA23708	interosseous membrane of left forearm	左前腕骨間膜	ひだりぜんわんこつかんまく
FMA23725	right trapezoid	右小菱形骨	みぎしょうりょうけいこつ
FMA23938	middle phalanx of left index finger	左第二指中節骨	ひだりだいにしちゅうせつこつ
FMA23940	middle phalanx of left middle finger	左第三指中節骨	ひだりだいさんしちゅうせつこつ
FMA23942	middle phalanx of left ring finger	左第四指中節骨	ひだりだいよんしちゅうせつこつ
FMA23944	middle phalanx of left little finger	左第五指中節骨	ひだりだいごしちゅうせつこつ
FMA23951	distal phalanx of left thumb	左第一指末節骨	ひだりだいいっしまっせつこつ
FMA23953	distal phalanx of left index finger	左第二指末節骨	ひだりだいにしまっせつこつ
FMA23955	distal phalanx of left middle finger	左第三指末節骨	ひだりだいさんしまっせつこつ
FMA23957	distal phalanx of left ring finger	左第四指末節骨	ひだりだいよんしまっせつこつ
FMA23959	distal phalanx of left little finger	左第五指末節骨	ひだりだいごしまっせつこつ
FMA24435	right scaphoid	右手舟状骨	みぎてせんじょうこつ
FMA24436	left scaphoid	左手舟状骨	ひだりてせんじょうこつ
FMA24437	right lunate	右月状骨	みぎげつじょうこつ
FMA24438	left lunate	左月状骨	ひだりげつじょうこつ
FMA24439	right triquetral	右三角骨	みぎさんかくこつ
FMA24440	left triquetral	左三角骨	ひだりさんかくこつ
FMA24441	right pisiform	右豆状骨	みぎとうじょうこつ
FMA24442	left pisiform	左豆状骨	ひだりとうじょうこつ
FMA24443	right trapezium	右大菱形骨	みぎだいりょうけいこつ
FMA24444	left trapezium	左大菱形骨	ひだりだいりょうけいこつ
FMA24445	left trapezoid	左小菱形骨	ひだりしょうりょうけいこつ
FMA24446	right capitate	右有頭骨	みぎゆうとうこつ
FMA24447	left capitate	左有頭骨	ひだりゆうとうこつ
FMA24448	right hamate	右有鈎骨	みぎゆうこうこつ
FMA24449	left hamate	左有鈎骨	ひだりゆうこうこつ
FMA24450	proximal phalanx of right thumb	右第一指基節骨	みぎだいいっしきせつこつ
FMA24451	proximal phalanx of right index finger	右第二指基節骨	みぎだいにしきせつこつ
FMA24452	proximal phalanx of right middle finger	右第三指基節骨	みぎだいさんしきせつこつ
FMA24453	proximal phalanx of right ring finger	右第四指基節骨	みぎだいよんしきせつこつ
FMA24454	proximal phalanx of right little finger	右第五指基節骨	みぎだいごしきせつこつ
FMA24455	middle phalanx of right index finger	右第二指中節骨	みぎだいにしちゅうせつこつ
FMA24456	middle phalanx of right middle finger	右第三指中節骨	みぎだいさんしちゅうせつこつ
FMA24457	middle phalanx of right ring finger	右第四指中節骨	みぎだいよんしちゅうせつこつ
FMA24458	middle phalanx of right little finger	右第五指中節骨	みぎだいごしちゅうせつこつ
FMA24459	distal phalanx of right thumb	右第一指末節骨	みぎだいいっしまっせつこつ
FMA24460	distal phalanx of right index finger	右第二指末節骨	みぎだいにしまっせつこつ
FMA24461	distal phalanx of right middle finger	右第三指末節骨	みぎだいさんしまっせつこつ
FMA24462	distal phalanx of right ring finger	右第四指末節骨	みぎだいよんしまっせつこつ
FMA24463	distal phalanx of right little finger	右第五指末節骨	みぎだいごしまっせつこつ
FMA24464	right first metacarpal bone	右第一中手骨	みぎだいいちちゅうしゅこつ
FMA24465	left first metacarpal bone	左第一中手骨	ひだりだいいちちゅうしゅこつ
FMA24466	right second metacarpal bone	右第二中手骨	みぎだいにちゅうしゅこつ
FMA24467	left second metacarpal bone	左第二中手骨	ひだりだいにちゅうしゅこつ
FMA24468	right third metacarpal bone	右第三中手骨	みぎだいさんちゅうしゅこつ
FMA24469	left third metacarpal bone	左第三中手骨	ひだりだいさんちゅうしゅこつ
FMA24470	right fourth metacarpal bone	右第四中手骨	みぎだいよんちゅうしゅこつ
FMA24471	left fourth metacarpal bone	左第四中手骨	ひだりだいよんちゅうしゅこつ
FMA24472	right fifth metacarpal bone	右第五中手骨	みぎだいごちゅうしゅこつ
FMA24473	left fifth metacarpal bone	左第五中手骨	ひだりだいごちゅうしゅこつ
FMA24474	right femur	右大腿骨	みぎだいたいこつ
FMA24475	left femur	左大腿骨	ひだりだいたいこつ
FMA24477	right tibia	右脛骨	みぎけいこつ
FMA24478	left tibia	左脛骨	ひだりけいこつ
FMA24480	right fibula	右腓骨	みぎひこつ
FMA24481	left fibula	左腓骨	ひだりひこつ
FMA24482	right talus	右距骨	みぎきょこつ
FMA24483	left talus	左距骨	ひだりきょこつ
FMA24486	right patella	右膝蓋骨	みぎしつがいこつ
FMA24487	left patella	左膝蓋骨	ひだりしつがいこつ
FMA24497	right calcaneus	右踵骨	みぎしょうこつ
FMA24498	left calcaneus	左踵骨	ひだりしょうこつ
FMA24500	navicular bone of right foot	右足舟状骨	みぎあしせんじょうこつ
FMA24501	navicular bone of left foot	左足舟状骨	ひだりあしせんじょうこつ
FMA24507	right first metatarsal bone	右第一中足骨	みぎだいいちちゅうそくこつ
FMA24508	left first metatarsal bone	左第一中足骨	ひだりだいいちちゅしゅつこつ
FMA24509	right second metatarsal bone	右第二中足骨	みぎだいにちゅうそくこつ
FMA24510	left second metatarsal bone	左第二中足骨	ひだりだいにちゅうそくこつ
FMA24511	right third metatarsal bone	右第三中足骨	みぎだいさんちゅうそくこつ
FMA24512	left third metatarsal bone	左第三中足骨	ひだりだいさんちゅうそくこつ
FMA24513	right fourth metatarsal bone	右第四中足骨	みぎだいよんちゅうそくこつ
FMA24514	left fourth metatarsal bone	左第四中足骨	ひだりだいよんちゅうそっこつ
FMA24515	right fifth metatarsal bone	右第五中足骨	みぎだいごちゅうそくこつ
FMA24516	left fifth metatarsal bone	左第五中足骨	ひだりだいごちゅうそくこつ
FMA24521	right medial cuneiform bone	右内側楔状骨	みぎないそくけいじょうこつ
FMA24522	left medial cuneiform bone	左内側楔状骨	ひだりないそくけつじょうこつ
FMA24523	right intermediate cuneiform bone	右中間側楔状骨	みぎちゅうかんそくけいじょうこつ
FMA24524	left intermediate cuneiform bone	左中間楔状骨	ひだりちゅうかんけつじょうこつ
FMA24525	right lateral cuneiform bone	右外側楔状骨	みぎがいそくけいじょうこつ
FMA24526	left lateral cuneiform bone	左外側楔状骨	ひだりがいそくけいじょうこつ
FMA24528	right cuboid bone	右立方骨	みぎりっぽうこつ
FMA24529	left cuboid bone	左立方骨	ひだりりっぽうこつ
FMA25058	intervertebral disk of axis	軸椎椎間円板	じくついついかんえんばん
FMA258714	right thalamus	右視床	みぎししょう
FMA258716	left thalamus	左視床	ひだりししょう
FMA258847	right calcaneal tendon	右踵骨腱	みぎしょうこつけん
FMA258850	right intermediate tendon	右中間腱	みぎちゅうかんけん
FMA264840	left intermediate tendon	左中間腱	ひだりちゅうかんけん
FMA264844	left calcaneal tendon	左踵骨腱	ひだりしょうこつけん
FMA274027	choroid plexus of right cerebral hemisphere	右大脳半球の脈絡叢	みぎだいのうはんきゅうのみゃくらくそう
FMA274029	choroid plexus of left cerebral hemisphere	左大脳半球の脈絡叢	ひだりだいのうはんきゅうのみゃくらくそう
FMA32530	right rectus capitis posterior major	右大後頭直筋	みぎだいこうとうちょくきん
FMA32531	left rectus capitis posterior major	左大後頭直筋	ひだりだいこうとうちょくきん
FMA32532	right rectus capitis posterior minor	右小後頭直筋	みぎしょうこうとうちょくきん
FMA32533	left rectus capitis posterior minor	左小後頭直筋	ひだりしょうこうとうちょくきん
FMA32534	right obliquus capitis superior	右上頭斜筋	みぎじょうとうしゃきん
FMA32535	left obliquus capitis superior	左上頭斜筋	ひだりじょうとうしゃきん
FMA32536	right obliquus capitis inferior	右下頭斜筋	みぎかとうしゃきん
FMA32537	left obliquus capitis inferior	左下頭斜筋	ひだりかとうしゃきん
FMA32540	right levator scapulae	右肩甲挙筋	みぎけんこうきょきん
FMA32541	left levator scapulae	左肩甲挙筋	ひだりけんこうきょきん
FMA32544	right supraspinatus	右棘上筋	みぎきょくじょうきん
FMA32545	left supraspinatus	左棘上筋	ひだりきょくじょうきん
FMA32547	right infraspinatus muscle	右棘下筋	みぎきょくかきん
FMA32548	left infraspinatus muscle	左棘下筋	ひだりきょくかきん
FMA32551	right teres major	右大円筋	みぎだいえんきん
FMA32552	left teres major	左大円筋	ひだりだいえんきん
FMA32553	right teres minor	右小円筋	みぎしょうえんきん
FMA32554	left teres minor	左小円筋	ひだりしょうえんきん
FMA32634	proximal phalanx of right second toe	右第二趾基節骨	みぎだいにしきせつこつ
FMA32635	proximal phalanx of left second toe	左第二趾基節骨	ひだりだいにしきせつこつ
FMA32636	proximal phalanx of right third toe	右第三趾基節骨	みぎだいさんしきせつこつ
FMA32637	proximal phalanx of left third toe	左第三趾基節骨	ひだりだいさんしきせつこつ
FMA32638	proximal phalanx of right fourth toe	右第四趾基節骨	みぎだいよんしきせつこつ
FMA32639	proximal phalanx of left fourth toe	左第四趾基節骨	ひだりだいよんしきせつこつ
FMA32640	proximal phalanx of right little toe	右第五趾基節骨	みぎだいごしきせつこつ
FMA32641	proximal phalanx of left little toe	左第五趾基節骨	ひだりだいごしきせつこつ
FMA32642	middle phalanx of right second toe	右第二趾中節骨	みぎだいにしちゅうせつこつ
FMA32643	middle phalanx of left second toe	左第二趾中節骨	ひだりだいにしちゅうせつこつ
FMA32644	middle phalanx of right third toe	右第三趾中節骨	みぎだいさんしちゅうせつこつ
FMA32645	middle phalanx of left third toe	左第三趾中節骨	ひだりだいさんしちゅうせつこつ
FMA32646	middle phalanx of right fourth toe	右第四趾中節骨	みぎだいよんしちゅうせつこつ
FMA32647	middle phalanx of left fourth toe	左第四趾中節骨	ひだりだいよんしちゅうせつこつ
FMA32650	distal phalanx of right big toe	右第一趾末節骨	みぎだいいっしまっせつこつ
FMA32651	distal phalanx of left big toe	左第一趾末節骨	ひだりだいいっしまっせつこつ
FMA32652	distal phalanx of right second toe	右第二趾末節骨	みぎだいにしまっせつこつ
FMA32653	distal phalanx of left second toe	左第二趾末節骨	ひだりだいにしまっせつこつ
FMA32654	distal phalanx of right third toe	右第三趾末節骨	みぎだいさんしまっせつこつ
FMA32655	distal phalanx of left third toe	左第三趾末節骨	ひだりだいさんしまっせつこつ
FMA32656	distal phalanx of right fourth toe	右第四趾末節骨	みぎだいよんしまっせつこつ
FMA32657	distal phalanx of left fourth toe	左第四趾末節骨	ひだりだいよんしまっせつこつ
FMA32658	distal phalanx of right little toe	右第五趾末節骨	みぎだいごしまっせつこつ
FMA32659	distal phalanx of left little toe	左第五趾末節骨	ひだりだいごしまっせつこつ
FMA33581	ascending part of right trapezius	右僧帽筋上行部	みぎそうぼうきんじょうこうぶ
FMA33583	ascending part of left trapezius	左僧帽筋上行部	ひだりそうぼうきんじょうこうぶ
FMA33584	transverse part of right trapezius	右僧帽筋水平部	みぎそうぼうきんすいへいぶ
FMA33585	transverse part of left trapezius	左僧帽筋水平部	ひだりそうぼうきんすいへいぶ
FMA33586	descending part of right trapezius	右僧帽筋下行部	みぎそうぼうきんかこうぶ
FMA33587	descending part of left trapezius	左僧帽筋下行部	ひだりそうぼうきんかこうぶ
FMA34680	clavicular part of right deltoid	右三角筋鎖骨部	みぎさんかくきんさこつぶ
FMA34681	clavicular part of left deltoid	左三角筋鎖骨部	ひだりさんかくきんさこつぶ
FMA34682	acromial part of right deltoid	右三角筋肩峰部	みぎさんかくきんけんほうぶ
FMA34683	acromial part of left deltoid	左三角筋肩峰部	ひだりさんかくきんけんほうぶ
FMA34684	spinal part of right deltoid	右三角筋肩甲棘部	みぎさんかくきんけんこうきょくぶ
FMA34685	spinal part of left deltoid	左三角筋肩甲棘部	ひだりさんかくきんけんこうきょくぶ
FMA34690	clavicular part of right pectoralis major	右大胸筋鎖骨部	みぎだいきょうきんさこつぶ
FMA34691	clavicular part of left pectoralis major	左大胸筋鎖骨部	ひだりだいきょうきんさこつぶ
FMA35192	interosseous membrane of right leg	右下腿骨間膜	みぎかたいこつかんまく
FMA35193	interosseous membrane of left leg	左下腿骨間膜	ひだりかたいこつかんまく
FMA37386	right abductor pollicis brevis	右短母指外転筋	みぎたんぼしがいてんきん
FMA37387	left abductor pollicis brevis	左短母指外転筋	ひだりたんぼしがいてんきん
FMA37390	right opponens pollicis	右母指対立筋	みぎぼしたいりつきん
FMA37391	left opponens pollicis	左母指対立筋	ひだりぼしたいりつきん
FMA37396	abductor digiti minimi of right hand	右小指外転筋	みぎしょうしがいてんきん
FMA37397	abductor digiti minimi of left hand	左小指外転筋	ひだりしょうしがいてんきん
FMA37398	flexor digiti minimi brevis of right hand	右短小指屈筋	みぎたんしょうしくっきん
FMA37399	flexor digiti minimi brevis of left hand	左短小指屈筋	ひだりたんしょうしくっきん
FMA37400	opponens digiti minimi of right hand	右小指対立筋	みぎしょうしたいりつきん
FMA37401	opponens digiti minimi of left hand	左小指対立筋	ひだりしょうしたいりつきん
FMA37459	right abductor hallucis	右母趾外転筋	みぎぼしがいてんきん
FMA37460	left abductor hallucis	左母趾外転筋	ひだりぼしがいてんきん
FMA37461	right flexor digitorum brevis	右短趾屈筋	みぎたんしょうくっきん
FMA37462	left flexor digitorum brevis	左短趾屈筋	ひだりたんしょうくっきん
FMA37463	abductor digiti minimi of right foot	右小趾外転筋	みぎしょうしがいてんきん
FMA37464	abductor digiti minimi of left foot	左小趾外転筋	ひだりしょうしがいてんきん
FMA37465	right flexor accessorius	右足底方形筋	みぎそくていほうけいきん
FMA37466	left flexor accessorius	左足底方形筋	ひだりそくていほうけいきん
FMA37471	flexor digiti minimi brevis of right foot	右短小趾屈筋	みぎたんしょうしくっきん
FMA37472	flexor digiti minimi brevis of left foot	左短小趾屈筋	ひだりたんしょうしくっきん
FMA37483	fourth lumbrical of right foot	右足第四虫様筋	みぎあしだいよんちゅうようきん
FMA37484	fourth lumbrical of left foot	左足第四虫様筋	ひだりあしだいよんちゅうようきん
FMA37485	third lumbrical of right foot	右足第三虫様筋	みぎあしだいさんちゅうようきん
FMA37486	third lumbrical of left foot	左足第三虫様筋	ひだりあしだいさんちゅうようきん
FMA37665	right coracobrachialis	右烏口腕筋	みぎうこうわんきん
FMA37666	left coracobrachialis	左烏口腕筋	ひだりうこうわんきん
FMA37668	right brachialis	右上腕筋	みぎじょうわんきん
FMA37669	left brachialis	左上腕筋	ひだりじょうわんきん
FMA37684	short head of right biceps brachii	右上腕二頭筋短頭	みぎじょうわんにとうきんたんとう
FMA37685	short head of left biceps brachii	左上腕二頭筋短頭	ひだりじょうわんにとうきんたんとう
FMA37686	long head of right biceps brachii	右上腕二頭筋長頭	みぎじょうわんにとうきんちょうとう
FMA37687	long head of left biceps brachii	左上腕二頭筋長頭	ひだりじょうわんにとうきんちょうとう
FMA37695	medial head of right triceps brachii	右上腕三頭筋内側頭	みぎじょうわんさんとうきんないそくとう
FMA37696	medial head of left triceps brachii	左上腕三頭筋内側頭	ひだりじょうわんさんとうきんないそくとう
FMA37697	lateral head of right triceps brachii	右上腕三頭筋外側頭	みぎじょうわんさんとうきんがいそくとう
FMA37698	lateral head of left triceps brachii	左上腕三頭筋外側頭	ひだりじょうわんさんとうきんがいそくとう
FMA37699	long head of right triceps brachii	右上腕三頭筋長頭	みぎじょうわんさんとうきんちょうとう
FMA37700	long head of left triceps brachii	左上腕三頭筋長頭	ひだりじょうわんさんとうきんちょうとう
FMA37705	right anconeus	右肘筋	みぎちゅうきん
FMA37706	left anconeus	左肘筋	ひだりちゅうきん
FMA37717	first lumbrical of right foot	右足第一虫様筋	みぎあしだいいちちゅうようきん
FMA37718	first lumbrical of left foot	左足第一虫様筋	ひだりあしだいいちちゅうようきん
FMA37719	second lumbrical of right foot	右足第二虫様筋	みぎあしだいにちゅうようきん
FMA37720	second lumbrical of left foot	左足第二虫様筋	ひだりあしだいにちゅうようきん
FMA37741	third plantar interosseous of right foot	右第三底側骨間筋	みぎだいさんていそくこつかんきん
FMA37742	third plantar interosseous of left foot	左第三底側骨間筋	ひだりだいさんていそくこつかんきん
FMA37743	second plantar interosseous of right foot	右第二底側骨間筋	みぎだいにていそくこつかんきん
FMA37744	second plantar interosseous of left foot	左第二底側骨間筋	ひだりだいにていそくこつかんきん
FMA37745	first plantar interosseous of right foot	右第一底側骨間筋	みぎだいいちていそくこつかんきん
FMA37746	first plantar interosseous of left foot	左第一底側骨間筋	ひだりだいいちていそくこつかんきん
FMA3802	trunk of right coronary artery	右冠状動脈主幹	みぎかんじょうどうみゃくしゅかん
FMA3840nsn	posterior interventricular branch of right coronary artery, nsn	心室中隔枝nsn;右冠状動脈の中隔室間枝nsn	しんしつちゅうかくしnsn；ちゅうかくしつかんし（うかんじょうどうみゃくの）nsn
FMA38454	right pronator quadratus	右方形回内筋	みぎほうけいかいないきん
FMA38455	left pronator quadratus	左方形回内筋	ひだりほうけいかいないきん
FMA38460	right flexor carpi radialis	右橈側手根屈筋	みぎとうそくしゅこんくっきん
FMA38461	left flexor carpi radialis	左橈側手根屈筋	ひだりとうそくしゅこんくっきん
FMA38463	right palmaris longus	右長掌筋	みぎちょうしょうきん
FMA38464	left palmaris longus	左長掌筋	ひだりちょうしょうきん
FMA38479	right flexor digitorum profundus	右深指屈筋	みぎしんしくっきん
FMA38480	left flexor digitorum profundus	左深指屈筋	ひだりしんしくっきん
FMA38482	right flexor pollicis longus	右長母指屈筋	みぎちょうぼしくっきん
FMA38484	left flexor pollicis longus	左長母指屈筋	ひだりちょうぼしくっきん
FMA38486	right brachioradialis	右腕橈骨筋	みぎわんとうこつきん
FMA38487	left brachioradialis	左腕橈骨筋	ひだりわんとうこつきん
FMA38495	right extensor carpi radialis longus	右長橈側手根伸筋	みぎちょうとうそくしゅこんしんきん
FMA38496	left extensor carpi radialis longus	左長橈側手根伸筋	ひだりちょうとうそくしゅこんしんきん
FMA38498	right extensor carpi radialis brevis	右短橈側手根伸筋	みぎたんとうそくしゅこんしんきん
FMA38499	left extensor carpi radialis brevis	左短橈側手根伸筋	ひだりたんとうそくしゅこんしんきん
FMA38501	right extensor digitorum	右総指伸筋	みぎそうししんきん
FMA38502	left extensor digitorum	左総指伸筋	ひだりそうししんきん
FMA38504	right extensor digiti minimi	右小指伸筋	みぎしょうししんきん
FMA38505	left extensor digiti minimi	左小指伸筋	ひだりしょうししんきん
FMA38507	right extensor carpi ulnaris	右尺側手根伸筋	みぎしゃくそくしゅこんしんきん
FMA38508	left extensor carpi ulnaris	左尺側手根伸筋	ひだりしゃくそくしゅこんしんきん
FMA38513	right supinator	右回外筋	みぎかいがいきん
FMA38514	left supinator	左回外筋	ひだりかいがいきん
FMA38516	right abductor pollicis longus	右長母指外転筋	みぎちょうぼしがいてんきん
FMA38517	left abductor pollicis longus	左長母指外転筋	ひだりちょうぼしがいてんきん
FMA38519	right extensor pollicis brevis	右短母指伸筋	みぎたんぼししんきん
FMA38520	left extensor pollicis brevis	左短母指伸筋	ひだりたんぼししんきん
FMA38522	right extensor pollicis longus	右長母指伸筋	みぎちょうぼししんきん
FMA38523	left extensor pollicis longus	左長母指伸筋	ひだりちょうぼししんきん
FMA38525	right extensor indicis	右示指伸筋	みぎしじしんきん
FMA38526	left extensor indicis	左示指伸筋	ひだりしじしんきん
FMA38560	humeral head of right pronator teres	右円回内筋上腕頭	みぎえんかいないきんじょうわんとう
FMA38561	humeral head of left pronator teres	左円回内筋上腕頭	ひだりえんかいないきんじょうわんとう
FMA38562	ulnar head of right pronator teres	右円回内筋尺骨頭	みぎえんかいないきんしゃくこつとう
FMA38563	ulnar head of left pronator teres	左円回内筋尺骨頭	ひだりえんかいないきんしゃくこつとう
FMA38617	humeral head of right flexor carpi ulnaris	右尺側手根屈筋上腕頭	みぎしゃくそくしゅこんくっきんじょうわんとう
